,Age,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Prod_Efficiency,Exp_Task_Rate
1249,33,5,Male,Bachelor Degree,Married,No,Suburban,Sales,Mid-Level,Small (51-200),Manufacturing,Average,Fast (50-100 Mbps),46,Very High,Daily,100.0,100.0,95.0,95.0,10,0,100.0,5,7,9310.0,500.0
1250,28,5,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),51,High,Few times per week,92.7,88.7,87.8,95.0,11,0,100.0,8,9,9310.0,278.1
1251,39,2,Male,Bachelor Degree,Married,No,Urban,Marketing,Mid-Level,Startup (1-50),Government,Good,Moderate (25-50 Mbps),46,Moderate,Few times per week,61.6,51.2,62.0,70.4,8,41,81.8,4,6,3294.7200000000003,0.0
1252,26,3,Female,Master Degree,Married,Yes,Suburban,Customer Success,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),44,Very High,Weekly,61.4,63.4,56.2,85.9,5,23,100.0,5,9,5042.330000000001,0.0
1253,35,5,Female,Master Degree,Married,No,Urban,Marketing,Mid-Level,Small (51-200),Retail,Average,Very Fast (100+ Mbps),45,Low,Few times per week,72.4,66.6,76.1,84.8,1,0,100.0,7,8,6105.599999999999,289.6
1254,34,2,Male,Bachelor Degree,Married,No,Rural,Engineering,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),48,High,Daily,89.1,84.7,72.5,95.0,9,3,100.0,6,8,8208.0,89.1
1255,44,4,Female,Bachelor Degree,Divorced,Yes,Suburban,Engineering,Lead,Small (51-200),Media,Average,Moderate (25-50 Mbps),43,Moderate,Weekly,100.0,94.2,78.2,95.0,8,23,100.0,2,4,9310.0,1100.0
1256,39,1,Male,PhD,Married,No,Urban,Operations,Senior,Enterprise (5000+),Finance,Excellent,Very Fast (100+ Mbps),45,Very Low,Few times per week,82.6,91.1,74.5,91.6,9,0,85.9,1,6,7437.92,743.4
1257,34,0,Female,Associate Degree,In Relationship,No,Urban,Sales,Mid-Level,Enterprise (5000+),Healthcare,Average,Very Fast (100+ Mbps),38,Moderate,Weekly,100.0,96.7,71.2,95.0,7,25,100.0,1,7,9310.0,400.0
1258,42,3,Male,Master Degree,Single,Yes,Suburban,Operations,Mid-Level,Enterprise (5000+),Technology,Average,Moderate (25-50 Mbps),36,Low,Daily,76.2,84.0,49.5,95.0,8,33,100.0,7,6,7181.999999999999,381.0
1259,47,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Small (51-200),Government,Good,Fast (50-100 Mbps),38,Low,Weekly,75.8,62.0,53.0,88.5,2,7,98.3,6,7,5664.0,227.39999999999998
1260,40,3,Female,Bachelor Degree,Single,No,Suburban,HR,Mid-Level,Large (1001-5000),Retail,Average,Fast (50-100 Mbps),40,Low,Few times per week,91.7,97.7,75.9,95.0,10,0,100.0,2,5,9310.0,366.8
1261,35,3,Male,Bachelor Degree,Single,No,Suburban,Product,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),39,Moderate,Weekly,66.1,58.6,57.8,91.1,8,13,100.0,3,6,6768.73,0.0
1262,23,3,Female,Master Degree,Divorced,Yes,Suburban,Product,Junior,Large (1001-5000),Technology,Poor,Very Fast (100+ Mbps),48,High,Few times per week,93.1,94.1,75.8,95.0,2,27,100.0,7,8,9310.0,0.0
1263,25,4,Male,Bachelor Degree,Divorced,Yes,Rural,Sales,Junior,Small (51-200),Finance,Excellent,Slow (<25 Mbps),25,High,Few times per week,74.4,76.9,68.2,95.0,8,18,100.0,5,4,6830.500000000001,0.0
1264,32,4,Male,Bachelor Degree,Married,No,Urban,Finance,Mid-Level,Large (1001-5000),Technology,Excellent,Fast (50-100 Mbps),40,High,Daily,76.8,83.8,74.6,95.0,11,5,100.0,10,8,7086.999999999999,153.6
1265,29,3,Female,Master Degree,In Relationship,No,Urban,Engineering,Junior,Enterprise (5000+),Finance,Average,Moderate (25-50 Mbps),46,Very Low,Weekly,71.2,80.8,78.1,86.9,8,17,92.8,5,7,6578.330000000001,0.0
1266,33,3,Female,Master Degree,Single,Yes,Suburban,HR,Junior,Small (51-200),Non-profit,Average,Slow (<25 Mbps),46,High,Few times per week,80.3,83.5,73.3,95.0,7,32,100.0,5,6,8018.000000000001,160.6
1267,35,1,Male,Master Degree,Single,No,Suburban,Engineering,Senior,Small (51-200),Education,Good,Fast (50-100 Mbps),37,Very High,Monthly,100.0,98.6,89.9,95.0,8,28,100.0,5,6,9310.0,900.0
1268,39,3,Male,Bachelor Degree,Married,Yes,Suburban,HR,Junior,Startup (1-50),Media,Poor,Very Fast (100+ Mbps),52,Moderate,Few times per week,91.9,94.2,70.8,95.0,12,37,100.0,8,9,8417.0,0.0
1269,34,3,Male,Master Degree,Divorced,Yes,Suburban,Marketing,Junior,Small (51-200),Finance,Average,Very Fast (100+ Mbps),33,High,Weekly,96.7,90.9,69.1,95.0,5,16,100.0,6,7,9310.0,0.0
1270,39,3,Male,Bachelor Degree,Single,No,Urban,Customer Success,Senior,Medium (201-1000),Retail,Poor,Very Fast (100+ Mbps),39,Moderate,Few times per week,58.9,69.5,50.8,95.0,8,2,88.3,8,7,6393.5,294.5
1271,35,2,Male,Bachelor Degree,In Relationship,Yes,Suburban,HR,Junior,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),40,Low,Few times per week,85.4,87.5,90.5,95.0,10,68,100.0,5,8,9310.0,85.4
1272,22,4,Male,Associate Degree,Married,Yes,Urban,Sales,Junior,Small (51-200),Finance,Excellent,Moderate (25-50 Mbps),40,Moderate,Weekly,74.9,68.2,62.2,95.0,7,30,100.0,6,6,7011.0,0.0
1273,26,0,Female,Bachelor Degree,In Relationship,No,Suburban,Product,Junior,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),50,Moderate,Daily,66.8,69.1,47.2,71.7,7,61,95.7,1,5,4753.71,0.0
1274,33,5,Female,Master Degree,Married,Yes,Urban,Sales,Mid-Level,Medium (201-1000),Finance,Poor,Moderate (25-50 Mbps),42,Moderate,Few times per week,49.4,51.8,54.4,52.3,10,0,97.1,6,5,2170.45,0.0
1275,24,0,Male,Bachelor Degree,Married,No,Urban,Data Science,Junior,Small (51-200),Non-profit,Good,Moderate (25-50 Mbps),43,Moderate,Few times per week,46.0,56.1,70.5,70.1,7,33,66.1,3,7,3610.1499999999996,0.0
1276,40,5,Male,Bachelor Degree,Married,No,Rural,HR,Lead,Medium (201-1000),Healthcare,Poor,Slow (<25 Mbps),47,Very High,Daily,73.7,80.3,75.9,92.1,7,0,100.0,4,10,6824.609999999999,737.0
1277,48,3,Male,Master Degree,Married,No,Urban,Data Science,Mid-Level,Small (51-200),Consulting,Average,Moderate (25-50 Mbps),38,High,Few times per week,90.8,100.0,72.1,95.0,10,20,100.0,10,9,9186.5,363.2
1278,45,3,Female,Master Degree,Single,Yes,Urban,Engineering,Lead,Medium (201-1000),Education,Good,Fast (50-100 Mbps),41,Very High,Few times per week,91.6,98.7,77.7,95.0,7,46,100.0,6,6,9310.0,1099.1999999999998
1279,33,2,Female,Master Degree,In Relationship,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Healthcare,Good,Moderate (25-50 Mbps),52,Moderate,Daily,90.1,100.0,79.3,95.0,4,65,100.0,8,4,9310.0,540.5999999999999
1280,48,0,Female,Bachelor Degree,Divorced,No,Urban,HR,Lead,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),44,Moderate,Daily,97.6,100.0,85.8,95.0,8,8,100.0,2,9,9310.0,683.1999999999999
1281,36,2,Female,Master Degree,Single,No,Suburban,Design,Senior,Small (51-200),Finance,Average,Fast (50-100 Mbps),35,High,Weekly,72.2,96.9,71.6,95.0,7,22,100.0,5,9,8331.5,361.0
1282,31,1,Female,Bachelor Degree,Single,No,Urban,Engineering,Mid-Level,Enterprise (5000+),Technology,Excellent,Fast (50-100 Mbps),36,Moderate,Daily,60.8,75.2,50.9,89.3,9,16,70.5,8,4,5804.5,182.39999999999998
1283,29,4,Male,Professional Degree,Married,Yes,Urban,Engineering,Junior,Large (1001-5000),Manufacturing,Poor,Fast (50-100 Mbps),47,High,Daily,68.3,77.0,63.1,95.0,3,34,100.0,5,9,7125.0,0.0
1284,32,2,Male,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Small (51-200),Media,Good,Very Fast (100+ Mbps),35,High,Weekly,93.0,90.9,80.2,95.0,9,19,100.0,4,6,8673.5,465.0
1285,31,4,Female,Master Degree,Married,Yes,Urban,Customer Success,Mid-Level,Medium (201-1000),Technology,Poor,Very Fast (100+ Mbps),39,High,Daily,98.3,100.0,69.3,95.0,9,32,100.0,6,1,9310.0,393.2
1286,36,2,Male,Associate Degree,Single,No,Urban,HR,Mid-Level,Small (51-200),Media,Good,Very Fast (100+ Mbps),43,Moderate,Few times per week,96.5,100.0,63.9,95.0,13,51,100.0,6,9,9310.0,386.0
1287,36,5,Female,Bachelor Degree,Married,No,Urban,Sales,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),42,Moderate,Daily,74.6,69.7,68.7,86.6,6,0,100.0,10,2,6373.759999999999,0.0
1288,35,3,Female,Associate Degree,Married,Yes,Urban,Engineering,Junior,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),50,High,Weekly,74.7,85.8,76.8,95.0,6,53,100.0,5,2,7533.5,74.7
1289,38,1,Female,Bachelor Degree,Single,No,Urban,Operations,Senior,Large (1001-5000),Finance,Average,Moderate (25-50 Mbps),27,Moderate,Daily,84.7,92.7,90.2,95.0,8,13,100.0,9,10,8550.0,592.9
1290,45,3,Male,Bachelor Degree,Married,Yes,Rural,Engineering,Lead,Startup (1-50),Technology,Good,Fast (50-100 Mbps),44,High,Daily,84.9,84.7,81.2,95.0,8,42,100.0,8,5,7932.5,679.2
1291,43,2,Female,Master Degree,Single,No,Rural,HR,Manager,Startup (1-50),Technology,Poor,Very Fast (100+ Mbps),40,Low,Few times per week,75.3,74.7,83.6,95.0,9,30,100.0,5,7,7742.5,903.5999999999999
1292,22,1,Female,Associate Degree,Single,No,Urban,Marketing,Junior,Small (51-200),Finance,Good,Moderate (25-50 Mbps),49,High,Daily,56.4,69.9,80.4,92.4,10,73,100.0,9,9,6782.160000000001,0.0
1293,22,3,Female,Master Degree,Married,Yes,Urban,Finance,Junior,Startup (1-50),Technology,Poor,Moderate (25-50 Mbps),40,Low,Weekly,65.6,70.6,70.1,93.4,7,40,75.2,7,9,6603.380000000001,0.0
1294,43,4,Female,High School,In Relationship,No,Suburban,Customer Success,Senior,Medium (201-1000),Technology,Average,Moderate (25-50 Mbps),40,Moderate,Weekly,77.2,81.2,65.3,95.0,10,39,87.4,8,4,7106.0,386.0
1295,32,3,Male,Master Degree,Married,No,Rural,Sales,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),38,Moderate,Few times per week,54.1,61.3,61.2,79.0,2,13,52.6,3,1,4819.0,0.0
1296,24,5,Male,Master Degree,Single,Yes,Urban,HR,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),38,High,Weekly,60.2,66.7,50.8,89.8,4,0,100.0,8,3,5666.38,0.0
1297,22,5,Male,Bachelor Degree,Single,No,Suburban,Engineering,Junior,Small (51-200),Education,Average,Fast (50-100 Mbps),41,Moderate,Few times per week,69.6,62.2,52.9,91.7,14,0,74.3,6,9,6813.31,0.0
1298,39,5,Male,High School,Married,Yes,Suburban,Product,Lead,Medium (201-1000),Consulting,Good,Very Fast (100+ Mbps),51,High,Daily,98.8,93.8,79.2,95.0,10,0,100.0,6,6,9310.0,889.1999999999999
1299,41,3,Female,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),39,High,Daily,88.1,100.0,71.6,95.0,6,22,100.0,5,4,9310.0,352.4
1300,22,2,Male,Bachelor Degree,In Relationship,Yes,Urban,Engineering,Junior,Medium (201-1000),Retail,Good,Fast (50-100 Mbps),39,High,Bi-weekly,80.7,92.3,84.2,95.0,9,23,100.0,2,4,8930.0,80.7
1301,30,4,Male,Master Degree,Single,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),42,High,Daily,75.2,96.0,64.1,95.0,12,35,100.0,5,10,8284.0,225.60000000000002
1302,38,3,Male,Bachelor Degree,Divorced,No,Urban,Sales,Lead,Small (51-200),Retail,Excellent,Very Fast (100+ Mbps),52,Low,Bi-weekly,100.0,88.1,77.3,95.0,12,52,90.8,6,7,8854.0,1100.0
1303,22,1,Female,Associate Degree,Divorced,No,Suburban,Design,Junior,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),37,Low,Weekly,88.5,100.0,65.1,95.0,5,22,98.1,4,6,9310.0,0.0
1304,36,3,Male,Master Degree,Married,No,Urban,Data Science,Lead,Enterprise (5000+),Technology,Average,Very Fast (100+ Mbps),56,Moderate,Few times per week,72.2,69.5,69.9,86.9,7,14,100.0,7,6,5961.34,505.40000000000003
1305,34,0,Male,Master Degree,Single,Yes,Urban,Engineering,Senior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),44,Moderate,Weekly,80.2,80.8,88.4,95.0,13,23,100.0,8,9,8740.0,481.20000000000005
1306,40,4,Male,Associate Degree,Married,No,Suburban,Engineering,Mid-Level,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),35,Very Low,Daily,85.9,96.5,77.6,95.0,6,47,100.0,2,9,8426.5,687.2
1307,36,0,Male,Bachelor Degree,Married,Yes,Suburban,Sales,Junior,Large (1001-5000),Manufacturing,Average,Moderate (25-50 Mbps),38,Moderate,Weekly,87.7,82.9,68.0,95.0,19,31,86.4,6,9,7429.0,175.4
1308,26,4,Female,Associate Degree,Divorced,No,Urban,Sales,Junior,Enterprise (5000+),Technology,Excellent,Moderate (25-50 Mbps),30,Low,Weekly,46.1,50.7,30.0,63.3,6,49,67.8,6,6,2215.5,0.0
1309,45,4,Male,Master Degree,Married,No,Urban,HR,Mid-Level,Startup (1-50),Non-profit,Good,Fast (50-100 Mbps),42,High,Few times per week,90.7,67.3,62.1,95.0,7,36,100.0,7,8,6726.0,362.8
1310,33,1,Male,Master Degree,Married,No,Urban,Marketing,Junior,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),48,Moderate,Bi-weekly,88.4,75.8,63.3,93.7,9,43,81.4,7,6,7364.82,176.8
1311,34,3,Male,Bachelor Degree,Divorced,Yes,Urban,HR,Senior,Medium (201-1000),Media,Poor,Very Fast (100+ Mbps),42,Very High,Daily,93.9,77.2,86.8,95.0,4,53,100.0,6,7,8360.0,281.70000000000005
1312,26,4,Female,High School,In Relationship,No,Suburban,HR,Junior,Large (1001-5000),Technology,Poor,Fast (50-100 Mbps),46,Moderate,Weekly,60.0,72.6,62.6,93.2,9,13,79.8,5,6,6635.84,0.0
1313,31,2,Female,High School,Married,No,Urban,Operations,Mid-Level,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),44,Moderate,Daily,76.7,85.1,66.3,93.0,10,0,99.7,10,7,7300.5,153.4
1314,27,1,Male,Bachelor Degree,Divorced,No,Suburban,Customer Success,Junior,Enterprise (5000+),Healthcare,Good,Fast (50-100 Mbps),49,High,Weekly,83.1,93.3,73.3,95.0,10,20,100.0,6,6,8293.5,83.1
1315,33,2,Male,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Small (51-200),Technology,Good,Very Fast (100+ Mbps),36,Moderate,Few times per week,72.6,64.8,90.3,88.2,8,31,85.3,5,4,6288.66,217.79999999999998
1316,50,3,Female,Associate Degree,Married,No,Rural,Engineering,Senior,Large (1001-5000),Manufacturing,Average,Very Fast (100+ Mbps),47,Low,Weekly,77.2,87.0,77.5,93.2,4,29,89.8,10,3,7642.400000000001,1003.6
1317,22,3,Male,Bachelor Degree,Married,No,Suburban,HR,Mid-Level,Small (51-200),Finance,Excellent,Very Fast (100+ Mbps),53,Low,Few times per week,88.6,100.0,84.5,95.0,11,36,93.9,4,9,8474.0,88.6
1318,22,1,Female,Bachelor Degree,Married,Yes,Rural,Engineering,Junior,Medium (201-1000),Retail,Good,Fast (50-100 Mbps),57,Very High,Bi-weekly,93.1,85.9,84.3,95.0,7,42,100.0,4,6,8540.5,0.0
1319,48,3,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Enterprise (5000+),Technology,Average,Fast (50-100 Mbps),50,Moderate,Daily,99.7,92.9,92.5,95.0,10,32,100.0,9,9,9310.0,299.1
1320,33,2,Male,Bachelor Degree,Married,Yes,Suburban,Product,Senior,Large (1001-5000),Education,Good,Fast (50-100 Mbps),43,High,Daily,100.0,97.1,86.5,95.0,8,33,100.0,7,7,9310.0,600.0
1321,28,4,Female,Bachelor Degree,Married,Yes,Suburban,Operations,Mid-Level,Small (51-200),Education,Excellent,Fast (50-100 Mbps),36,Moderate,Daily,62.0,60.9,58.0,79.2,6,34,94.9,6,3,4664.88,62.0
1322,44,2,Female,Master Degree,Married,Yes,Suburban,Marketing,Lead,Medium (201-1000),Manufacturing,Good,Very Fast (100+ Mbps),37,High,Weekly,94.0,83.0,75.9,91.8,14,41,100.0,2,5,7610.22,658.0
1323,29,4,Female,PhD,Married,No,Urban,Finance,Mid-Level,Startup (1-50),Technology,Average,Moderate (25-50 Mbps),40,Very High,Few times per week,40.0,50.0,33.1,52.2,12,44,100.0,5,8,1827.0,200.0
1324,51,3,Male,PhD,Married,No,Urban,Sales,Manager,Small (51-200),Government,Poor,Fast (50-100 Mbps),53,High,Few times per week,100.0,89.4,94.5,95.0,10,33,100.0,5,4,8236.5,1900.0
1325,41,4,Male,Bachelor Degree,Married,No,Urban,Design,Manager,Large (1001-5000),Government,Excellent,Very Fast (100+ Mbps),38,High,Weekly,99.5,100.0,78.6,95.0,11,36,100.0,6,1,9310.0,1094.5
1326,30,3,Male,Master Degree,Single,Yes,Urban,Engineering,Senior,Medium (201-1000),Consulting,Good,Fast (50-100 Mbps),43,Moderate,Weekly,91.8,100.0,95.0,95.0,6,64,100.0,5,4,9310.0,367.2
1327,54,4,Female,PhD,Divorced,No,Suburban,Operations,Mid-Level,Medium (201-1000),Education,Good,Fast (50-100 Mbps),47,Very High,Daily,60.3,64.5,44.4,73.0,6,20,100.0,5,6,4029.6000000000004,180.89999999999998
1328,29,3,Female,Associate Degree,Divorced,No,Suburban,HR,Mid-Level,Large (1001-5000),Finance,Excellent,Very Fast (100+ Mbps),25,Moderate,Few times per week,84.8,83.0,82.7,95.0,12,40,100.0,10,4,8645.0,0.0
1329,41,4,Male,High School,Married,Yes,Suburban,Marketing,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),35,Very Low,Daily,56.6,72.4,53.5,74.8,6,26,87.8,9,2,4884.44,113.2
1330,37,3,Female,High School,Single,Yes,Urban,HR,Mid-Level,Startup (1-50),Government,Excellent,Moderate (25-50 Mbps),53,Moderate,Bi-weekly,98.9,100.0,88.3,95.0,9,21,100.0,3,8,9310.0,494.5
1331,46,3,Female,Bachelor Degree,In Relationship,No,Urban,Design,Senior,Medium (201-1000),Government,Good,Very Fast (100+ Mbps),48,High,Weekly,100.0,98.7,79.8,95.0,5,23,100.0,4,10,9310.0,1200.0
1332,49,3,Male,Master Degree,Divorced,No,Urban,HR,Senior,Enterprise (5000+),Technology,Average,Fast (50-100 Mbps),48,Moderate,Weekly,90.2,90.7,90.0,95.0,11,36,100.0,9,10,8569.0,541.2
1333,35,4,Female,Bachelor Degree,Single,No,Urban,Sales,Senior,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),36,Very High,Weekly,100.0,94.0,83.1,95.0,7,22,100.0,5,9,9310.0,1000.0
1334,28,4,Male,Bachelor Degree,Single,No,Suburban,Operations,Junior,Medium (201-1000),Media,Poor,Moderate (25-50 Mbps),50,High,Few times per week,100.0,98.1,83.0,95.0,9,0,100.0,6,1,8664.0,0.0
1335,39,2,Male,Bachelor Degree,Married,Yes,Urban,Product,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),37,Low,Few times per week,99.4,81.5,78.8,95.0,13,25,100.0,7,5,8322.0,397.6
1336,53,4,Male,Bachelor Degree,Single,Yes,Suburban,Finance,Lead,Large (1001-5000),Non-profit,Good,Fast (50-100 Mbps),46,Low,Daily,67.3,78.7,54.9,95.0,5,35,97.8,1,7,7334.0,1682.5
1337,36,5,Male,High School,Married,Yes,Rural,Marketing,Senior,Small (51-200),Consulting,Excellent,Very Fast (100+ Mbps),46,Very High,Bi-weekly,100.0,95.7,95.0,95.0,12,0,100.0,8,8,9310.0,1200.0
1338,31,4,Female,Associate Degree,Married,Yes,Urban,Engineering,Mid-Level,Medium (201-1000),Media,Average,Very Fast (100+ Mbps),44,Very High,Few times per week,70.5,67.2,55.5,91.3,5,0,100.0,7,7,6226.66,70.5
1339,26,4,Female,Master Degree,Married,No,Urban,Operations,Junior,Small (51-200),Education,Average,Very Fast (100+ Mbps),42,High,Weekly,59.5,71.7,64.3,82.5,6,0,100.0,8,6,5370.749999999999,119.0
1340,45,3,Male,Master Degree,In Relationship,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Healthcare,Poor,Moderate (25-50 Mbps),28,Very High,Few times per week,90.4,94.2,77.3,95.0,6,24,100.0,5,4,8664.0,0.0
1341,29,5,Female,Master Degree,Married,Yes,Suburban,Customer Success,Mid-Level,Small (51-200),Technology,Excellent,Moderate (25-50 Mbps),45,Moderate,Daily,67.4,55.0,39.7,65.4,9,0,70.6,3,7,3982.86,269.6
1342,25,2,Female,Master Degree,Married,No,Urban,Marketing,Junior,Small (51-200),Media,Good,Fast (50-100 Mbps),36,Low,Daily,86.5,71.6,57.8,95.0,15,59,85.5,5,1,7049.0,0.0
1343,39,0,Male,Master Degree,Married,No,Urban,HR,Lead,Enterprise (5000+),Media,Excellent,Fast (50-100 Mbps),41,Moderate,Few times per week,100.0,100.0,82.3,95.0,10,15,100.0,8,2,9310.0,600.0
1344,45,0,Female,Master Degree,Single,No,Suburban,Engineering,Senior,Small (51-200),Technology,Average,Fast (50-100 Mbps),38,Very High,Daily,88.0,85.7,65.7,95.0,5,23,100.0,6,7,7989.499999999999,704.0
1345,41,4,Male,Bachelor Degree,Divorced,No,Urban,Product,Senior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),45,Very High,Daily,100.0,94.5,77.7,95.0,6,20,100.0,5,8,9310.0,800.0
1346,43,5,Male,Bachelor Degree,Single,No,Suburban,Operations,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),37,Moderate,Weekly,87.8,78.2,59.3,95.0,5,0,100.0,4,4,7438.5,351.2
1347,28,0,Female,Master Degree,Single,Yes,Suburban,HR,Junior,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),43,Moderate,Bi-weekly,68.9,75.0,64.8,95.0,7,0,94.3,5,7,7885.0,137.8
1348,22,4,Female,Bachelor Degree,Divorced,No,Suburban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),43,Low,Bi-weekly,73.4,75.1,59.7,80.4,10,57,88.8,10,8,5250.12,0.0
1349,48,4,Male,Bachelor Degree,Married,No,Suburban,Sales,Lead,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),42,Moderate,Daily,78.6,88.8,76.6,95.0,10,37,100.0,8,9,8502.5,550.1999999999999
1350,32,4,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),44,Very High,Bi-weekly,91.6,91.6,87.0,95.0,4,27,100.0,6,6,9243.5,0.0
1351,32,2,Female,Bachelor Degree,Single,No,Suburban,Design,Senior,Medium (201-1000),Media,Good,Fast (50-100 Mbps),34,High,Weekly,81.8,82.3,83.6,95.0,6,21,100.0,8,4,7809.0,245.39999999999998
1352,46,4,Male,PhD,Single,Yes,Suburban,Engineering,Lead,Medium (201-1000),Technology,Poor,Moderate (25-50 Mbps),35,Moderate,Weekly,91.5,89.6,95.0,95.0,9,5,100.0,5,3,9310.0,1098.0
1353,40,0,Male,Bachelor Degree,Divorced,No,Urban,Finance,Mid-Level,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),50,High,Daily,100.0,99.5,87.9,95.0,9,19,100.0,6,8,9310.0,400.0
1354,39,4,Female,Bachelor Degree,Married,No,Urban,Engineering,Senior,Small (51-200),Retail,Excellent,Slow (<25 Mbps),32,Very Low,Weekly,88.3,93.5,81.6,95.0,3,41,100.0,8,3,9044.0,706.4
1355,54,2,Female,Bachelor Degree,Married,No,Rural,Engineering,Lead,Enterprise (5000+),Education,Average,Fast (50-100 Mbps),54,High,Weekly,97.0,92.2,89.6,95.0,12,21,100.0,5,8,9310.0,1746.0
1356,29,3,Female,Master Degree,Single,Yes,Urban,Sales,Junior,Medium (201-1000),Government,Average,Very Fast (100+ Mbps),41,Moderate,Few times per week,90.7,81.3,59.5,95.0,10,23,58.6,8,6,7628.5,90.7
1357,43,4,Female,Bachelor Degree,Married,No,Suburban,Customer Success,Manager,Small (51-200),Education,Good,Fast (50-100 Mbps),36,High,Few times per week,90.2,100.0,68.7,95.0,9,25,100.0,6,6,9310.0,992.2
1358,35,2,Female,Master Degree,Married,Yes,Suburban,HR,Mid-Level,Medium (201-1000),Media,Excellent,Fast (50-100 Mbps),47,Very High,Weekly,85.2,94.2,89.1,95.0,12,101,100.0,6,6,9310.0,255.60000000000002
1359,37,1,Female,Master Degree,Divorced,No,Suburban,Design,Mid-Level,Small (51-200),Technology,Average,Fast (50-100 Mbps),38,Moderate,Bi-weekly,73.3,84.4,78.7,95.0,4,23,87.7,2,4,7495.500000000001,733.0
1360,48,4,Male,Bachelor Degree,Married,No,Urban,Product,Lead,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),44,Moderate,Bi-weekly,80.7,93.1,74.3,95.0,4,8,100.0,8,8,7980.0,1049.1000000000001
1361,39,3,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Startup (1-50),Healthcare,Average,Very Fast (100+ Mbps),49,Very High,Daily,100.0,96.4,95.0,95.0,6,0,100.0,7,5,9310.0,1300.0
1362,39,3,Male,Bachelor Degree,Married,Yes,Urban,Customer Success,Lead,Small (51-200),Non-profit,Average,Slow (<25 Mbps),46,High,Few times per week,92.8,87.4,73.8,95.0,7,15,100.0,2,7,9272.0,835.1999999999999
